Alm_type,Inci_no   ,Unit  ,Resp_code,Station,District,Inci_type,Inci_desc                                         ,Alm_date  ,Disp_time,Notif_time,Roll_time,Arv_time,Clr_time_b,Shift,Mutl_aid,Alarms     ,Prop_loss            ,Cont_loss            ,Prop_val             ,Cont_val             ,Prop_use,Number  ,St_prefix,Street                   ,St_suffix,St_type,Zip       
90,20-2005676,L12   ,1,12,12,736,CO detector activation due to malfunction         ,2/29/2020,23:52:46,23:55:33,23:56:40,0:00:07,0:12:06,A    ,N       ,1,0,0,0,0,419,5914,         ,LOYAL                    ,         ,AVE    ,27713
92,20-2000195,L17   ,C        ,8,8,740,"Unintentional transmission of alarm, Other        ",1/3/2020,0:23:37,0:23:51,0:25:53,        ,0:32:16,C    ,N       ,1,0,0,0,0,419,10,         ,LULLWATER                ,         ,CT     ,27703
92,20-2000343,L17   ,3,17,17,743,"Smoke detector activation, no fire - unintentional",1/4/2020,16:45:41,16:46:10,16:47:53,16:53:06,16:53:38,C    ,N       ,1,0,0,0,0,419,309,         ,IBIS                     ,         ,LN     ,27703
69,20-2000462,L17   ,R        ,3,3,441,"Heat from short circuit (wiring), defective/worn  ",1/6/2020,2:12:51,2:14:41,2:16:21,2:24:24,2:28:30,B    ,N       ,1,0,0,0,0,419,2936,         ,CAROLYN                  ,         ,DR     ,27703
69,20-2000809,L17   ,3,13,13,445,"Arcing, shorted electrical equipment              ",1/9/2020,18:19:14,18:21:17,18:22:00,18:25:07,18:45:08,A    ,N       ,1,1000,1000,1000,1000,500,2232,         ,PAGE                     ,         ,RD     ,27560
92,20-2000996,L17   ,1,13,13,743,"Smoke detector activation, no fire - unintentional",1/11/2020,20:14:16,20:14:26,20:16:04,        ,20:21:14,A    ,N       ,1,0,0,0,0,429A    ,417,         ,CROSS COUNTRY            ,         ,WAY    ,27560
92,20-2001006,L17   ,1,8,8,740,"Unintentional transmission of alarm, Other        ",1/11/2020,22:07:01,22:08:26,22:12:03,        ,22:17:54,A    ,N       ,1,0,0,0,0,419,1009,         ,RED ROCK                 ,         ,DR     ,27703
92,20-2001022,L17   ,1,13,13,745,"Alarm system activation, no fire - unintentional  ",1/12/2020,4:19:24,4:20:33,4:22:57,        ,4:27:02,A    ,N       ,1,0,0,0,0,419,2812,         ,SAGEBRUSH                ,         ,LN     ,27703
92,20-2001058,L17   ,C        ,8,8,743,"Smoke detector activation, no fire - unintentional",1/12/2020,14:23:59,14:24:12,14:25:14,        ,14:27:05,B    ,N       ,1,0,0,0,0,419,220,         ,LICK CREEK               ,         ,LN     ,27703
92,20-2001196,L17   ,1,17,17,744,"Detector activation, no fire - unintentional      ",1/13/2020,23:51:17,23:51:32,23:52:52,23:59:21,0:04:30,A    ,N       ,1,0,0,0,0,419,1616,         ,HEMLOCK HILL             ,         ,DR     ,27703
77,20-2001331,L17   ,SI       ,17,17,324,Motor Vehicle Accident with no injuries           ,1/15/2020,7:36:50,7:39:24,7:39:24,7:42:11,8:09:31,A    ,N       ,1,0,0,0,0,961,        ,         ,US 70                    ,E        ,HWY    ,27703
26,20-2001350,L17   ,3,17,17,321,"EMS call, excluding vehicle accident with injury  ",1/15/2020,10:40:11,10:42:32,10:44:10,10:48:49,11:06:40,A    ,N       ,1,0,0,0,0,419,1337,         ,FARM POND                ,         ,TRL    ,27703
54,20-2001354,L17   ,SI       ,17,17,354,Trench/below-grade rescue                         ,1/15/2020,11:02:53,11:06:51,11:06:51,11:10:00,13:55:58,A    ,1,2,0,0,0,0,981,4209,         ,CORNERS                  ,         ,       ,27703
92,20-2001374,L17   ,3,13,13,700,"False alarm or false call, Other                  ",1/15/2020,14:43:22,14:43:34,14:45:06,14:52:30,14:53:09,A    ,N       ,1,0,0,0,0,131,2304,         ,PAGE                     ,         ,RD     ,27703
92,20-2001388,L17   ,1,17,17,743,"Smoke detector activation, no fire - unintentional",1/15/2020,18:33:45,18:34:08,18:35:09,        ,18:39:57,A    ,N       ,1,0,0,0,0,419,212,         ,ROSEDALE CREEK           ,         ,DR     ,27703
92,20-2001459,L17   ,1,13,13,731,Sprinkler activation due to malfunction           ,1/16/2020,12:03:51,12:06:23,12:07:27,12:17:23,12:20:19,B    ,N       ,1,0,0,0,0,635,2717,         ,WECK                     ,         ,DR     ,27703
92,20-2001478,L17   ,C        ,17,17,733,Smoke detector activation due to malfunction      ,1/16/2020,14:16:44,14:16:55,14:17:39,        ,14:25:14,B    ,N       ,1,0,0,0,0,419,312,         ,SAILFISH                 ,         ,CT     ,27703
69,20-2001626,L17   ,3,3,3,111,Building fire                                     ,1/17/2020,23:28:49,23:30:00,23:33:03,23:40:13,23:47:57,C    ,N       ,1,10000,2000,30000,10000,429A    ,322,         ,JUNCTION                 ,         ,RD     ,27703
92,20-2001664,L17   ,C        ,3,3,743,"Smoke detector activation, no fire - unintentional",1/18/2020,10:24:12,10:24:53,10:26:15,        ,10:27:58,B    ,N       ,1,0,0,0,0,419,1328,         ,FIDELITY                 ,         ,DR     ,27703
92,20-2001667,L17   ,C        ,8,8,743,"Smoke detector activation, no fire - unintentional",1/18/2020,10:48:09,10:48:19,10:49:26,        ,10:56:26,B    ,N       ,1,0,0,0,0,419,206,         ,SCHEER                   ,         ,AVE    ,27703
69,20-2001670,L17   ,3,3,3,111,Building fire                                     ,1/18/2020,11:25:37,11:27:35,11:28:40,11:36:20,11:36:46,B    ,N       ,1,10000,2500,0,0,429A    ,2917,         ,SALVONE                  ,         ,CT     ,27703
69,20-2001686,L17   ,C        ,8,8,600,"Good intent call, Other                           ",1/18/2020,15:13:24,15:14:43,15:15:56,        ,15:18:49,B    ,N       ,1,0,0,0,0,419,1,         ,BERMUDA                  ,         ,CT     ,27703
92,20-2001881,L17   ,C        ,8,8,745,"Alarm system activation, no fire - unintentional  ",1/20/2020,18:50:56,18:51:09,18:51:52,        ,18:56:44,B    ,N       ,1,0,0,0,0,419,1816,         ,NELLORA                  ,         ,LN     ,27703
92,20-2001968,L17   ,C        ,13,13,733,Smoke detector activation due to malfunction      ,1/21/2020,18:57:27,19:00:09,19:02:23,        ,19:06:06,C    ,N       ,1,0,0,0,0,429A    ,103,         ,MOLESWORTH               ,         ,DR     ,27560
77,20-2002019,L17   ,3,17,17,322,Motor vehicle accident with injuries              ,1/22/2020,10:29:08,10:34:30,10:34:30,10:34:30,10:47:26,A    ,N       ,1,0,0,0,0,961,        ,         ,US 70                    ,E        ,HWY    ,27703
92,20-2002030,L17   ,1,13,13,743,"Smoke detector activation, no fire - unintentional",1/22/2020,13:13:35,13:13:48,13:14:09,13:19:07,13:21:33,A    ,N       ,1,0,0,0,0,419,2004,         ,RAJ                      ,         ,DR     ,27703
22,20-2002200,L17   ,1,3,3,551,Assist police or other governmental agency        ,1/24/2020,8:39:14,8:39:14,8:41:27,8:45:10,8:50:49,A    ,N       ,1,0,0,0,0,963,        ,S        ,HOOVER                   ,         ,RD     ,27703
92,20-2002507,L17   ,C        ,13,13,743,"Smoke detector activation, no fire - unintentional",1/27/2020,21:30:08,21:32:12,21:33:30,        ,21:36:03,B    ,N       ,1,0,0,0,0,459B    ,1523,         ,TYONEK                   ,         ,DR     ,27703
69,20-2002540,L17   ,C        ,19,19,442,Overheated motor                                  ,1/28/2020,9:41:33,9:53:44,9:54:37,        ,9:56:57,A    ,N       ,1,0,0,0,0,808,79,         ,T W ALEXANDER            ,         ,DR     ,27713
92,20-2002697,L17   ,C        ,13,13,735,Alarm system sounded due to malfunction           ,1/29/2020,22:44:03,22:46:04,22:48:31,        ,22:53:49,B    ,N       ,1,0,0,0,0,419,1614,         ,CREIGHTON HALL           ,         ,WAY    ,27703
92,20-2002955,L17   ,1,8,8,740,"Unintentional transmission of alarm, Other        ",2/1/2020,16:17:32,16:21:37,16:23:18,16:28:55,16:32:24,C    ,N       ,1,0,0,0,0,519,121,         ,SHERRON                  ,         ,RD     ,27703
92,20-2002965,L17   ,C        ,8,8,700,"False alarm or false call, Other                  ",2/1/2020,19:23:53,19:24:31,19:26:02,        ,19:32:47,C    ,N       ,1,0,0,0,0,419,715,         ,SOUTHSHORE               ,         ,       ,27703
69,20-2002994,L17   ,R        ,3,3,622,No Incident found on arrival at dispatch address  ,2/2/2020,1:22:05,1:22:37,1:25:17,1:31:32,1:38:37,C    ,N       ,1,0,0,0,0,419,703,         ,CARTER                   ,         ,AVE    ,27703
92,20-2003028,L17   ,1,17,17,733,Smoke detector activation due to malfunction      ,2/2/2020,13:12:39,13:12:57,13:13:54,13:19:25,13:20:40,B    ,N       ,1,0,0,0,0,429,526,         ,BRIER CROSSINGS          ,         ,LOOP   ,27703
92,20-2003115,L17   ,C        ,17,17,743,"Smoke detector activation, no fire - unintentional",2/3/2020,10:38:44,10:40:26,10:41:56,        ,10:44:04,C    ,N       ,1,0,0,0,0,579,1618,         ,PAGE RD                  ,         ,EXT    ,27703
77,20-2003116,L17   ,1,17,17,463,"Vehicle accident, general cleanup                 ",2/3/2020,10:43:26,10:44:04,10:44:04,10:44:04,11:24:47,C    ,N       ,1,0,0,0,0,962,5202,         ,LEESVILLE                ,         ,RD     ,27703
69,20-2003142,L17   ,1,17,17,113,"Cooking fire, confined to container               ",2/3/2020,15:43:35,15:43:44,15:44:58,15:48:11,16:22:44,C    ,N       ,1,10,20,0,0,419,120,         ,ROSEDALE CREEK           ,         ,DR     ,27703
32,20-2003259,L17   ,1,17,17,321,"EMS call, excluding vehicle accident with injury  ",2/4/2020,17:26:34,17:43:22,17:43:22,17:43:22,17:43:46,B    ,N       ,1,0,0,0,0,419,2012,         ,DOC NICHOLS              ,         ,RD     ,27703
90,20-2003270,L17   ,1,17,17,600,"Good intent call, Other                           ",2/4/2020,19:32:14,19:36:16,19:37:12,19:39:15,19:45:12,B    ,N       ,1,0,0,0,0,419,2216,         ,BLOOMSBURY MANOR         ,         ,DR     ,27703
92,20-2003283,L17   ,C        ,8,8,745,"Alarm system activation, no fire - unintentional  ",2/4/2020,21:09:41,21:09:52,21:11:40,        ,21:15:52,B    ,2,1,0,0,0,0,419,1109,         ,WHISPERING OAK           ,         ,LN     ,27703
77,20-2003479,L17   ,3,17,17,324,Motor Vehicle Accident with no injuries           ,2/6/2020,21:42:06,21:47:14,21:47:14,21:51:13,21:55:23,A    ,N       ,1,0,0,0,0,961,4221,         ,CORNERS                  ,         ,PKWY   ,27703
92,20-2003509,L17   ,1,13,13,740,"Unintentional transmission of alarm, Other        ",2/7/2020,7:04:06,7:05:39,7:06:55,7:13:29,7:21:08,C    ,N       ,1,0,0,0,0,891,2012,         ,T W ALEXANDER            ,         ,DR     ,27703
92,20-2003513,L17   ,1,13,13,733,Smoke detector activation due to malfunction      ,2/7/2020,7:19:08,7:21:47,7:22:29,        ,7:31:22,C    ,N       ,1,0,0,0,0,419,1602,         ,WADDELL                  ,         ,CT     ,27703
69,20-2003590,L17   ,C        ,8,8,118,"Trash or rubbish fire, contained                  ",2/7/2020,18:35:13,18:37:10,18:38:41,        ,18:43:51,C    ,N       ,1,5,5,0,0,419,2076,         ,TANNERS MILL             ,         ,DR     ,27703
92,20-2003841,L17   ,3,17,17,744,"Detector activation, no fire - unintentional      ",2/10/2020,13:10:04,13:11:44,13:12:24,13:18:19,13:22:48,A    ,N       ,1,0,0,0,0,142,1006,         ,HAVENWOOD                ,         ,LN     ,27703
60,20-2003861,L17   ,1,8,8,400,"Hazardous condition, Other                        ",2/10/2020,17:29:09,17:31:01,17:32:38,17:40:49,17:45:27,A    ,N       ,1,0,0,0,0,419,1922,         ,BRODGEN                  ,         ,LN     ,27703
69,20-2003862,L17   ,SI       ,4,4,111,Building fire                                     ,2/10/2020,17:39:10,17:45:35,17:45:35,        ,17:55:09,A    ,N       ,1,3000,0,0,0,429A    ,1000,         ,SLATEWORTH               ,         ,DR     ,27703
92,20-2003941,L17   ,3,17,17,700,"False alarm or false call, Other                  ",2/11/2020,12:44:45,12:46:28,12:47:53,12:51:16,12:53:32,B    ,N       ,1,0,0,0,0,419,214,         ,ROSEDALE CREEK           ,         ,DR     ,27703
69,20-2004115,L17   ,3,13,13,443,Breakdown of light ballast                        ,2/13/2020,9:04:02,9:05:47,9:06:50,9:14:12,9:16:48,B    ,N       ,1,0,0,0,0,599,3039,E        ,CORNWALLIS               ,         ,RD     ,27703
92,20-2004144,L17   ,C        ,3,3,743,"Smoke detector activation, no fire - unintentional",2/13/2020,13:34:27,13:34:36,13:35:46,        ,13:38:33,B    ,N       ,1,0,0,0,0,419,333,N        ,HOOVER                   ,         ,RD     ,27703
92,20-2004179,L17   ,1,17,17,743,"Smoke detector activation, no fire - unintentional",2/13/2020,18:56:27,18:56:36,18:57:28,19:02:08,19:03:41,B    ,N       ,1,0,0,0,0,419,708,         ,GASTON MANOR             ,         ,DR     ,27703
60,20-2004263,L17   ,1,8,8,400,"Hazardous condition, Other                        ",2/14/2020,13:29:09,13:32:44,13:32:44,13:42:28,14:12:50,A    ,N       ,1,0,0,0,0,419,203,         ,ADLETT                   ,         ,LN     ,27703
92,20-2004269,L17   ,C        ,17,17,743,"Smoke detector activation, no fire - unintentional",2/14/2020,14:22:37,14:22:47,         ,        ,14:25:48,A    ,N       ,1,0,0,0,0,419,842,         ,GASTON MANOR             ,         ,DR     ,27703
77,20-2004278,L17   ,1,17,17,322,Motor vehicle accident with injuries              ,2/14/2020,15:57:49,16:10:04,16:10:04,16:10:08,16:26:54,A    ,N       ,1,0,0,0,0,579,2112,         ,US 70                    ,E        ,HWY    ,27703
60,20-2004446,L17   ,1,3,3,622,No Incident found on arrival at dispatch address  ,2/16/2020,8:36:21,8:38:11,8:39:58,8:51:41,9:01:18,C    ,N       ,1,0,0,0,0,419,212,         ,HICKORY GLEN             ,         ,LN     ,27703
31,20-2004459,L17   ,3,8,8,321,"EMS call, excluding vehicle accident with injury  ",2/16/2020,12:04:21,12:08:09,12:08:09,12:12:20,12:15:50,C    ,N       ,1,0,0,0,0,131,123,         ,OLIVE BRANCH             ,         ,RD     ,27703
69,20-2004510,L17   ,R        ,19,19,100,"Fire, Other                                       ",2/17/2020,2:30:55,2:33:04,2:35:01,2:43:47,2:44:32,C    ,N       ,1,0,100,0,0,600,4600,         ,SILICON                  ,         ,DR     ,27703
87,20-2004525,L17   ,C        ,RED    ,RED     ,324,Motor Vehicle Accident with no injuries           ,2/17/2020,8:00:37,8:04:56,8:04:56,        ,8:09:28,B    ,4,1,0,0,0,0,961,5323,         ,WAKE FOREST              ,         ,HWY    ,27703
10,20-2004544,L17   ,3,17,17,321,"EMS call, excluding vehicle accident with injury  ",2/17/2020,11:41:25,11:44:43,11:45:39,11:48:54,12:04:30,B    ,N       ,1,0,0,0,0,419,804,         ,GASTON MANOR             ,         ,DR     ,27703
69,20-2004618,L17   ,C        ,13,13,441,"Heat from short circuit (wiring), defective/worn  ",2/18/2020,2:54:18,2:56:56,2:58:21,3:03:06,3:08:17,B    ,N       ,1,0,0,0,0,429A    ,2022,         ,FOLSOM                   ,         ,LN     ,27560
92,20-2004675,L17   ,1,17,17,732,Extinguishing system activation due to malfunction,2/18/2020,17:10:52,17:12:24,17:13:36,17:16:22,17:39:55,C    ,N       ,1,0,0,0,0,140,357,         ,CAROLINA ARBORS          ,         ,DR     ,27703
87,20-2004691,L17   ,3,RED    ,8,352,Extrication of victim(s) from vehicle             ,2/18/2020,21:48:14,21:51:06,21:52:47,21:58:49,22:34:36,C    ,N       ,1,0,0,0,0,962,6243,         ,WAKE FOREST              ,         ,HWY    ,27703
92,20-2004764,L17   ,C        ,17,17,744,"Detector activation, no fire - unintentional      ",2/19/2020,17:19:18,17:21:11,17:22:31,        ,17:25:53,B    ,N       ,1,0,0,0,0,419,5324,         ,HUNTLEY OVERLOOK         ,         ,DR     ,27703
92,20-2004811,L17   ,C        ,13,13,745,"Alarm system activation, no fire - unintentional  ",2/20/2020,9:02:28,9:03:52,9:05:17,        ,9:11:21,C    ,N       ,1,0,0,0,0,500,3700,S        ,MIAMI                    ,         ,BLVD   ,27701
77,20-2004838,L17   ,3,17,17,322,Motor vehicle accident with injuries              ,2/20/2020,16:50:41,16:54:17,16:54:17,16:55:53,17:17:02,C    ,N       ,1,0,0,0,0,962,        ,         ,LEESVILLE                ,         ,RD     ,27703
77,20-2004915,L17   ,C        ,8,8,324,Motor Vehicle Accident with no injuries           ,2/21/2020,10:53:23,10:57:55,10:57:55,        ,11:06:06,A    ,N       ,1,0,0,0,0,963,937,S        ,MINERAL SPRINGS          ,         ,RD     ,27703
69,20-2005248,L17   ,3,13,13,622,No Incident found on arrival at dispatch address  ,2/25/2020,8:07:41,8:10:30,8:11:26,8:18:11,8:23:30,A    ,N       ,1,0,0,0,0,UUU     ,4300,S        ,MIAMI                    ,         ,BLVD   ,27703
92,20-2005264,L17   ,C        ,8,8,733,Smoke detector activation due to malfunction      ,2/25/2020,10:50:56,10:51:06,10:52:23,        ,10:54:45,A    ,N       ,1,0,0,0,0,419,206,         ,SCHEER                   ,         ,AVE    ,27703
60,20-2005331,L17   ,C        ,13,13,412,Gas leak (natural gas or LPG)                     ,2/25/2020,20:53:18,20:53:48,20:56:32,        ,21:02:15,A    ,N       ,1,0,0,0,0,700,4001,         ,STIRRUP CREEK            ,         ,DR     ,27703
92,20-2005505,L17   ,C        ,13,13,743,"Smoke detector activation, no fire - unintentional",2/27/2020,19:28:09,19:29:51,19:31:34,        ,19:38:56,A    ,N       ,1,0,0,0,0,419,5,         ,HORTON GROVE             ,         ,CT     ,27703
87,20-2005632,L17   ,SI       ,3,3,322,Motor vehicle accident with injuries              ,2/29/2020,13:20:17,13:23:48,13:23:48,13:28:41,13:50:00,A    ,N       ,1,0,0,0,0,961,795,         ,US 70 BYP                ,E        ,HWY    ,27703
69,20-2005650,L17   ,3,19,19,100,"Fire, Other                                       ",2/29/2020,17:34:37,17:37:34,17:38:14,17:47:49,17:59:39,A    ,N       ,1,0,2000,0,0,629,104,         ,T W ALEXANDER            ,         ,DR     ,27713
92,20-2000021,L2    ,C        ,1,1,745,"Alarm system activation, no fire - unintentional  ",1/1/2020,5:45:16,5:47:04,5:49:11,        ,5:56:49,A    ,N       ,1,0,0,0,0,429A    ,614,W        ,MAIN                     ,         ,ST     ,27701
92,20-2000078,L2    ,1,5,5,741,"Sprinkler activation, no fire - unintentional     ",1/1/2020,19:29:35,19:30:24,19:31:47,19:38:46,19:41:48,B    ,N       ,1,0,0,0,0,161,406,         ,CHAPEL                   ,         ,DR     ,27705
69,20-2000091,L2    ,C        ,4,4,440,"Electrical  wiring/equipment problem, Other       ",1/1/2020,21:51:11,21:52:01,21:53:33,        ,21:55:56,B    ,N       ,1,0,0,0,0,161,1601,         ,NC 55                    ,         ,HWY    ,27701
56,20-2000161,L2    ,1,1,1,353,Removal of victim(s) from stalled elevator        ,1/2/2020,17:13:12,17:14:07,17:15:04,17:25:39,17:48:10,C    ,N       ,1,0,0,0,0,429A    ,600,W        ,MAIN                     ,         ,ST     ,27701
60,20-2000166,L2    ,3,2,2,671,HazMat release investigation w/no HazMat          ,1/2/2020,17:53:55,17:54:52,17:55:36,18:00:23,18:17:37,C    ,N       ,1,0,0,0,0,419,1507,         ,ALABAMA                  ,         ,AVE    ,27705
92,20-2000179,L2    ,C        ,2,2,744,"Detector activation, no fire - unintentional      ",1/2/2020,19:41:08,19:42:58,19:43:57,        ,19:44:29,C    ,N       ,1,0,0,0,0,460,1402,         ,FABER                    ,         ,ST     ,27705
87,20-2000182,L2    ,3,7,7,324,Motor Vehicle Accident with no injuries           ,1/2/2020,19:57:56,20:00:33,20:00:33,20:03:45,20:05:43,C    ,N       ,1,0,0,0,0,963,        ,N        ,DUKE                     ,         ,ST     ,27704
92,20-2000203,L2    ,C        ,2,2,733,Smoke detector activation due to malfunction      ,1/3/2020,4:34:59,4:36:02,4:37:37,        ,4:45:52,C    ,N       ,1,0,0,0,0,449,2800,         ,CAMPUS WALK              ,         ,AVE    ,27705
92,20-2000212,L2    ,C        ,2,2,733,Smoke detector activation due to malfunction      ,1/3/2020,6:33:18,6:34:40,         ,        ,6:35:54,C    ,N       ,1,0,0,0,0,449,2800,         ,CAMPUS WALK              ,         ,AVE    ,27705
92,20-2000222,L2    ,C        ,10,10,743,"Smoke detector activation, no fire - unintentional",1/3/2020,8:21:24,8:23:20,8:24:57,        ,8:28:18,B    ,N       ,1,0,0,0,0,599,3200,         ,CROASDAILE               ,         ,DR     ,27705
92,20-2000233,L2    ,C        ,2,2,743,"Smoke detector activation, no fire - unintentional",1/3/2020,11:04:11,11:06:00,         ,        ,11:08:25,B    ,N       ,1,0,0,0,0,599,2138,         ,CAMPUS                   ,         ,DR     ,27705
12,20-2000250,L2    ,3,2,2,321,"EMS call, excluding vehicle accident with injury  ",1/3/2020,14:05:31,14:12:52,14:12:52,14:14:52,14:25:47,B    ,N       ,1,0,0,0,0,963,2727,         ,GUESS                    ,         ,RD     ,27705
69,20-2000254,L2    ,C        ,3,3,111,Building fire                                     ,1/3/2020,14:50:09,14:51:38,         ,        ,14:51:57,B    ,N       ,1,1000,0,0,0,429,1243,         ,NAPLES                   ,         ,PL     ,27703
60,20-2000255,L2    ,3,2,2,412,Gas leak (natural gas or LPG)                     ,1/3/2020,15:11:41,15:12:32,15:14:07,15:17:07,16:45:02,B    ,N       ,1,0,0,0,0,580,1058,W        ,CLUB                     ,         ,BLVD   ,27701
92,20-2000315,L2    ,C        ,1,1,744,"Detector activation, no fire - unintentional      ",1/4/2020,10:23:19,10:24:33,10:25:20,        ,10:28:23,C    ,N       ,1,0,0,0,0,449,111,N        ,CORCORAN                 ,         ,ST     ,27701
92,20-2000318,L2    ,C        ,2,2,743,"Smoke detector activation, no fire - unintentional",1/4/2020,10:50:15,10:50:57,10:51:40,        ,10:58:41,C    ,N       ,1,0,0,0,0,311,3100,         ,ERWIN                    ,         ,RD     ,27705
92,20-2000334,L2    ,C        ,1,1,744,"Detector activation, no fire - unintentional      ",1/4/2020,13:41:29,13:42:23,13:43:33,        ,13:47:32,C    ,N       ,1,0,0,0,0,429A    ,600,         ,WILLARD                  ,         ,ST     ,27701
92,20-2000339,L2    ,1,5,5,744,"Detector activation, no fire - unintentional      ",1/4/2020,15:24:44,15:25:45,15:27:00,15:33:48,15:39:59,C    ,N       ,1,0,0,0,0,429,807,S        ,DUKE                     ,         ,ST     ,27701
19,20-2000347,L2    ,3,2,2,311,"Medical assist, assist EMS crew                   ",1/4/2020,17:32:25,17:36:32,17:36:32,17:41:37,18:11:11,C    ,N       ,1,0,0,0,0,419,2715,         ,LEYBURN                  ,         ,PL     ,27705
92,20-2000360,L2    ,3,2,2,700,"False alarm or false call, Other                  ",1/4/2020,20:37:31,20:39:39,20:40:22,20:42:42,21:04:11,C    ,N       ,1,0,0,0,0,419,1701,         ,ENGLEWOOD                ,         ,AVE    ,27705
56,20-2000379,L2    ,C        ,1,1,622,No Incident found on arrival at dispatch address  ,1/5/2020,1:48:13,1:49:46,1:52:23,        ,1:56:15,C    ,N       ,1,0,0,0,0,429A    ,1005,W        ,MAIN                     ,         ,ST     ,27701
6,20-2000380,L2    ,C        ,2,2,611,Dispatched & cancelled en route                   ,1/5/2020,1:52:58,1:57:15,1:57:15,        ,2:09:57,C    ,N       ,1,0,0,0,0,0,3148,         ,HILLSBOROUGH             ,         ,RD     ,27705
69,20-2000417,L2    ,C        ,7,7,113,"Cooking fire, confined to container               ",1/5/2020,14:41:24,14:42:09,         ,        ,14:44:15,B    ,N       ,1,0,0,0,0,429A    ,3835,         ,GUESS                    ,         ,RD     ,27705
92,20-2000444,L2    ,1,2,2,735,Alarm system sounded due to malfunction           ,1/5/2020,19:59:58,20:02:06,20:03:18,20:06:54,20:08:01,B    ,N       ,1,0,0,0,0,580,1058,W        ,CLUB                     ,         ,BLVD   ,27701
92,20-2000511,L2    ,C        ,5,5,735,Alarm system sounded due to malfunction           ,1/6/2020,13:35:45,13:37:02,13:38:06,        ,13:43:30,C    ,N       ,1,0,0,0,0,213,909,         ,COBB                     ,         ,ST     ,27707
92,20-2000516,L2    ,C        ,2,2,744,"Detector activation, no fire - unintentional      ",1/6/2020,14:13:05,14:13:34,14:14:18,        ,14:19:11,C    ,N       ,1,0,0,0,0,449,2516,         ,GUESS                    ,         ,RD     ,27705
92,20-2000528,L2    ,C        ,5,5,531,Smoke or odor removal                             ,1/6/2020,18:07:34,18:08:12,18:09:17,        ,18:20:55,C    ,N       ,1,0,0,0,0,460A    ,440,         ,CHAPEL                   ,         ,DR     ,27705
69,20-2000596,L2    ,3,2,2,651,"Smoke scare, odor of smoke                        ",1/7/2020,12:29:17,12:31:24,12:32:07,12:35:01,13:00:08,A    ,N       ,1,0,0,0,0,519,2608,         ,ERWIN                    ,         ,RD     ,27705
92,20-2000652,L2    ,C        ,5,5,745,"Alarm system activation, no fire - unintentional  ",1/8/2020,6:40:13,6:41:11,6:42:29,6:51:34,6:52:46,A    ,N       ,1,0,0,0,0,460A    ,101,         ,WANNAMAKER               ,         ,DR     ,27705
92,20-2000687,L2    ,SI       ,5,5,553,Public service                                    ,1/8/2020,13:04:05,13:05:03,13:06:15,13:15:58,14:12:01,C    ,N       ,1,0,0,0,0,213,909,         ,COBB                     ,         ,ST     ,27707
92,20-2000698,L2    ,3,2,2,730,"System malfunction, Other                         ",1/8/2020,15:11:29,15:13:10,15:13:10,15:17:25,15:55:46,C    ,N       ,1,0,0,0,0,331,508,         ,FULTON                   ,         ,ST     ,27705
92,20-2000700,L2    ,C        ,1,1,743,"Smoke detector activation, no fire - unintentional",1/8/2020,15:59:17,16:01:05,16:01:40,        ,16:06:27,C    ,N       ,1,0,0,0,0,500,610,W        ,MAIN                     ,         ,ST     ,27701
92,20-2000708,L2    ,C        ,5,5,733,Smoke detector activation due to malfunction      ,1/8/2020,17:30:04,17:30:40,17:31:52,        ,17:37:29,C    ,N       ,1,0,0,0,0,460A    ,109,         ,EDENS                    ,         ,DR     ,27705
92,20-2000784,L2    ,C        ,1,1,745,"Alarm system activation, no fire - unintentional  ",1/9/2020,14:50:28,14:53:37,14:55:23,        ,14:59:52,A    ,N       ,1,0,0,0,0,599,300,         ,MORRIS                   ,         ,ST     ,27701
69,20-2000812,L2    ,3,5,5,651,"Smoke scare, odor of smoke                        ",1/9/2020,19:01:24,19:02:46,19:04:19,19:09:04,19:25:29,A    ,N       ,1,0,0,0,0,429A    ,807,S        ,DUKE                     ,         ,ST     ,27701
92,20-2000849,L2    ,1,5,5,734,Heat detector activation due to malfunction       ,1/10/2020,10:03:13,10:03:50,10:04:55,10:13:22,10:39:34,C    ,N       ,1,0,0,0,0,460A    ,101,         ,WANNAMAKER               ,         ,DR     ,27705
92,20-2000857,L2    ,1,16,16,743,"Smoke detector activation, no fire - unintentional",1/10/2020,11:18:23,11:19:35,11:20:18,        ,11:24:11,C    ,N       ,1,0,0,0,0,449,3704,         ,MT MORIAH                ,         ,RD     ,27707
61,20-2000864,L2    ,SI       ,2,2,412,Gas leak (natural gas or LPG)                     ,1/10/2020,13:02:19,13:03:28,13:04:19,13:10:57,14:01:59,C    ,N       ,1,0,0,0,0,213,700,         ,WATTS                    ,         ,ST     ,27701
92,20-2000870,L2    ,1,10,10,745,"Alarm system activation, no fire - unintentional  ",1/10/2020,14:18:52,14:20:41,14:22:10,        ,14:30:29,C    ,N       ,1,0,0,0,0,459B    ,2600,         ,CROASDAILE FARM          ,         ,       ,27705
92,20-2000888,L2    ,C        ,5,5,743,"Smoke detector activation, no fire - unintentional",1/10/2020,18:20:17,18:20:24,18:20:42,        ,18:26:04,C    ,N       ,1,0,0,0,0,419,1404,         ,HALLEY                   ,         ,ST     ,27707
